S.No,Question Name,Difficulty,LeetCode Link
666,Find Products of Elements of Big Array,Hard,https://leetcode.com/problems/find-products-of-elements-of-big-array/
667,Find Longest Self-Contained Substring,Hard,https://leetcode.com/problems/find-longest-self-contained-substring/
668,Find Trending Hashtags II ,Hard,https://leetcode.com/problems/find-trending-hashtags-ii/
669,Count the Number of Special Characters I,Easy,https://leetcode.com/problems/count-the-number-of-special-characters-i/
670,Find All Possible Stable Binary Arrays II,Hard,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii/
671,Find All Possible Stable Binary Arrays I,Medium,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i/
672,Count the Number of Special Characters II,Medium,https://leetcode.com/problems/count-the-number-of-special-characters-ii/
673,Minimum Number of Operations to Satisfy Conditions,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions/
674,Minimum Substring Partition of Equal Character Frequency,Medium,https://leetcode.com/problems/minimum-substring-partition-of-equal-character-frequency/
675,Minimum Cost to Equalize Array,Hard,https://leetcode.com/problems/minimum-cost-to-equalize-array/
676,Guess the Number Using Bitwise Questions II,Medium,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-ii/
677,Find Bursty Behavior,Medium,https://leetcode.com/problems/find-bursty-behavior/
678,Find the Integer Added to Array II,Medium,https://leetcode.com/problems/find-the-integer-added-to-array-ii/
679,Make a Square with the Same Color,Easy,https://leetcode.com/problems/make-a-square-with-the-same-color/
680,Find the Integer Added to Array I,Easy,https://leetcode.com/problems/find-the-integer-added-to-array-i/
681,Valid Word,Easy,https://leetcode.com/problems/valid-word/
682,Minimum Length of Anagram Concatenation,Medium,https://leetcode.com/problems/minimum-length-of-anagram-concatenation/
683,Minimum Array End,Medium,https://leetcode.com/problems/minimum-array-end/
684,Make String Anti-palindrome,Hard,https://leetcode.com/problems/make-string-anti-palindrome/
685,Find Trending Hashtags,Medium,https://leetcode.com/problems/find-trending-hashtags/
686,Maximum Difference Score in a Grid,Medium,https://leetcode.com/problems/maximum-difference-score-in-a-grid/
687,Minimum Rectangles to Cover Points,Medium,https://leetcode.com/problems/minimum-rectangles-to-cover-points/
688,Minimum Time to Visit Disappearing Nodes,Medium,https://leetcode.com/problems/minimum-time-to-visit-disappearing-nodes/
689,Right Triangles,Medium,https://leetcode.com/problems/right-triangles/
690,Minimum Operations to Make Median of Array Equal to K,Medium,https://leetcode.com/problems/minimum-operations-to-make-median-of-array-equal-to-k/
691,Find Edges in Shortest Paths,Hard,https://leetcode.com/problems/find-edges-in-shortest-paths/
692,Match Alphanumerical Pattern in Matrix I,Medium,https://leetcode.com/problems/match-alphanumerical-pattern-in-matrix-i/
693,Minimum Number of Operations to Make Word K-Periodic,Medium,https://leetcode.com/problems/minimum-number-of-operations-to-make-word-k-periodic/
694,Taking Maximum Energy From the Mystic Dungeon,Medium,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon/
695,Find the Number of Subarrays Where Boundary Elements Are Maximum,Hard,https://leetcode.com/problems/find-the-number-of-subarrays-where-boundary-elements-are-maximum/
696,Shortest Subarray With OR at Least K I,Easy,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-i/
697,Shortest Subarray With OR at Least K II,Medium,https://leetcode.com/problems/shortest-subarray-with-or-at-least-k-ii/
698,Score of a String,Easy,https://leetcode.com/problems/score-of-a-string/
699,Maximum Increasing Triplet Value,Medium,https://leetcode.com/problems/maximum-increasing-triplet-value/
700,Longest Common Suffix Queries,Hard,https://leetcode.com/problems/longest-common-suffix-queries/
701,Kth Smallest Amount With Single Denomination Combination,Hard,https://leetcode.com/problems/kth-smallest-amount-with-single-denomination-combination/
702,Count Alternating Subarrays,Medium,https://leetcode.com/problems/count-alternating-subarrays/
703,Maximum Prime Difference,Medium,https://leetcode.com/problems/maximum-prime-difference/
704,Longest Strictly Increasing or Strictly Decreasing Subarray,Easy,https://leetcode.com/problems/longest-strictly-increasing-or-strictly-decreasing-subarray/
705,Harshad Number,Easy,https://leetcode.com/problems/harshad-number/
706,Guess the Number Using Bitwise Questions I,Medium,https://leetcode.com/problems/guess-the-number-using-bitwise-questions-i/
707,Calculate Trapping Rain Water,Hard,https://leetcode.com/problems/calculate-trapping-rain-water/
708,Winner of the Linked List Game,Easy,https://leetcode.com/problems/winner-of-the-linked-list-game/
709,Find the Sum of Encrypted Integers,Easy,https://leetcode.com/problems/find-the-sum-of-encrypted-integers/
710,User Activities within Time Bounds,Hard,https://leetcode.com/problems/user-activities-within-time-bounds/
711,Find All Unique Email Domains,Easy,https://leetcode.com/problems/find-all-unique-email-domains/
712,Minimum Sum of Values by Dividing Array,Hard,https://leetcode.com/problems/minimum-sum-of-values-by-dividing-array/
713,Most Frequent IDs,Medium,https://leetcode.com/problems/most-frequent-ids/
714,Find the Median of the Uniqueness Array,Hard,https://leetcode.com/problems/find-the-median-of-the-uniqueness-array/
715,Latest Time You Can Obtain After Replacing Characters,Easy,https://leetcode.com/problems/latest-time-you-can-obtain-after-replacing-characters/
716,Minimum Deletions to Make String K-Special,Medium,https://leetcode.com/problems/minimum-deletions-to-make-string-k-special/
717,Linked List Frequency,Easy,https://leetcode.com/problems/linked-list-frequency/
718,Friends With No Mutual Friends,Medium,https://leetcode.com/problems/friends-with-no-mutual-friends/
719,Employees Project Allocation,Hard,https://leetcode.com/problems/employees-project-allocation/
720,Shortest Uncommon Substring in an Array,Medium,https://leetcode.com/problems/shortest-uncommon-substring-in-an-array/
721,Minimum Levels to Gain More Points,Medium,https://leetcode.com/problems/minimum-levels-to-gain-more-points/
722,Replace Question Marks in String to Minimize Its Value,Medium,https://leetcode.com/problems/replace-question-marks-in-string-to-minimize-its-value/
723,Existence of a Substring in a String and Its Reverse,Easy,https://leetcode.com/problems/existence-of-a-substring-in-a-string-and-its-reverse/
724,Find Pattern in Infinite Stream II,Hard,https://leetcode.com/problems/find-pattern-in-infinite-stream-ii/
725,Maximize Happiness of Selected Children,Medium,https://leetcode.com/problems/maximize-happiness-of-selected-children/
726,Distribute Elements Into Two Arrays II,Hard,https://leetcode.com/problems/distribute-elements-into-two-arrays-ii/
727,Maximum Length Substring With Two Occurrences,Easy,https://leetcode.com/problems/maximum-length-substring-with-two-occurrences/
728,Minimum Cost Walk in Weighted Graph,Hard,https://leetcode.com/problems/minimum-cost-walk-in-weighted-graph/
729,Distribute Elements Into Two Arrays I,Easy,https://leetcode.com/problems/distribute-elements-into-two-arrays-i/
730,Lexicographically Smallest String After Operations With Constraint,Medium,https://leetcode.com/problems/lexicographically-smallest-string-after-operations-with-constraint/
731,Find the Sum of the Power of All Subsequences,Hard,https://leetcode.com/problems/find-the-sum-of-the-power-of-all-subsequences/
732,Minimize Manhattan Distances,Hard,https://leetcode.com/problems/minimize-manhattan-distances/
733,Count Numbers With Unique Digits II,Easy,https://leetcode.com/problems/count-numbers-with-unique-digits-ii/
734,Snaps Analysis,Medium,https://leetcode.com/problems/snaps-analysis/
735,Top Percentile Fraud,Medium,https://leetcode.com/problems/top-percentile-fraud/
736,Count Submatrices with Top-Left Element and Sum Less Than k,Medium,https://leetcode.com/problems/count-submatrices-with-top-left-element-and-sum-less-than-k/
737,Count Substrings Starting and Ending with Given Character,Medium,https://leetcode.com/problems/count-substrings-starting-and-ending-with-given-character/
738,Water Bottles II,Medium,https://leetcode.com/problems/water-bottles-ii/
739,Minimum Operations to Write the Letter Y on a Grid,Medium,https://leetcode.com/problems/minimum-operations-to-write-the-letter-y-on-a-grid/
740,Apple Redistribution into Boxes,Easy,https://leetcode.com/problems/apple-redistribution-into-boxes/
741,Find Pattern in Infinite Stream I,Medium,https://leetcode.com/problems/find-pattern-in-infinite-stream-i/
742,Minimum Operations to Exceed Threshold Value II,Medium,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-ii/
743,Minimum Operations to Exceed Threshold Value I,Easy,https://leetcode.com/problems/minimum-operations-to-exceed-threshold-value-i/
744,Modify the Matrix,Easy,https://leetcode.com/problems/modify-the-matrix/
745,Find the Length of the Longest Common Prefix,Medium,https://leetcode.com/problems/find-the-length-of-the-longest-common-prefix/
746,Apply Operations to Make Sum of Array Greater Than or Equal to k,Medium,https://leetcode.com/problems/apply-operations-to-make-sum-of-array-greater-than-or-equal-to-k/
747,Minimum Moves to Pick K Ones,Hard,https://leetcode.com/problems/minimum-moves-to-pick-k-ones/
748,Count Pairs of Connectable Servers in a Weighted Tree Network,Medium,https://leetcode.com/problems/count-pairs-of-connectable-servers-in-a-weighted-tree-network/
749,Find the Largest Area of Square Inside Two Rectangles,Medium,https://leetcode.com/problems/find-the-largest-area-of-square-inside-two-rectangles/
750,Split the Array,Easy,https://leetcode.com/problems/split-the-array/
751,Maximum Number of Removal Queries That Can Be Processed I,Hard,https://leetcode.com/problems/maximum-number-of-removal-queries-that-can-be-processed-i/
752,Type of Triangle,Easy,https://leetcode.com/problems/type-of-triangle/
753,Maximum Number of Operations With the Same Score I,Easy,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-i/
754,Maximum Number of Operations With the Same Score II,Medium,https://leetcode.com/problems/maximum-number-of-operations-with-the-same-score-ii/
755,Maximum Palindromes After Operations,Medium,https://leetcode.com/problems/maximum-palindromes-after-operations/
756,Find the Sum of Subsequence Powers,Hard,https://leetcode.com/problems/find-the-sum-of-subsequence-powers/
757,Maximum Number of Intersections on the Chart,Hard,https://leetcode.com/problems/maximum-number-of-intersections-on-the-chart/
758,Most Frequent Prime,Medium,https://leetcode.com/problems/most-frequent-prime/
759,Maximum Strength of K Disjoint Subarrays,Hard,https://leetcode.com/problems/maximum-strength-of-k-disjoint-subarrays/
760,Number of Changing Keys,Easy,https://leetcode.com/problems/number-of-changing-keys/
761,Ant on the Boundary,Easy,https://leetcode.com/problems/ant-on-the-boundary/
762,Count the Number of Houses at a Certain Distance II,Hard,https://leetcode.com/problems/count-the-number-of-houses-at-a-certain-distance-ii/
763,Count Prefix and Suffix Pairs I,Easy,https://leetcode.com/problems/count-prefix-and-suffix-pairs-i/
764,Apply Operations to Make String Empty,Medium,https://leetcode.com/problems/apply-operations-to-make-string-empty/
765,Find the Maximum Sum of Node Values,Hard,https://leetcode.com/problems/find-the-maximum-sum-of-node-values/
766,Mark Elements on Array by Performing Queries,Medium,https://leetcode.com/problems/mark-elements-on-array-by-performing-queries/
767,Count Prefix and Suffix Pairs II,Hard,https://leetcode.com/problems/count-prefix-and-suffix-pairs-ii/
768,Maximum Subtree of the Same Color,Medium,https://leetcode.com/problems/maximum-subtree-of-the-same-color/
769,Find Beautiful Indices in the Given Array II,Hard,https://leetcode.com/problems/find-beautiful-indices-in-the-given-array-ii/
770,Viewers Turned Streamers,Hard,https://leetcode.com/problems/viewers-turned-streamers/
771,Friday Purchases II ,Hard,https://leetcode.com/problems/friday-purchases-ii/
772,Friday Purchases I,Medium,https://leetcode.com/problems/friday-purchases-i/
773,Find the Maximum Number of Elements in Subset,Medium,https://leetcode.com/problems/find-the-maximum-number-of-elements-in-subset/
774,Maximize Consecutive Elements in an Array After Modification,Hard,https://leetcode.com/problems/maximize-consecutive-elements-in-an-array-after-modification/
775,Minimum Time to Revert Word to Initial State I,Medium,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-i/
776,Minimum Time to Revert Word to Initial State II,Hard,https://leetcode.com/problems/minimum-time-to-revert-word-to-initial-state-ii/
777,Number of Self-Divisible Permutations,Medium,https://leetcode.com/problems/number-of-self-divisible-permutations/
778,Earliest Second to Mark Indices I,Medium,https://leetcode.com/problems/earliest-second-to-mark-indices-i/
779,Find if Array Can Be Sorted,Medium,https://leetcode.com/problems/find-if-array-can-be-sorted/
780,Number of Subarrays That Match a Pattern II,Hard,https://leetcode.com/problems/number-of-subarrays-that-match-a-pattern-ii/
781,Earliest Second to Mark Indices II,Hard,https://leetcode.com/problems/earliest-second-to-mark-indices-ii/
